iati_identifier,text,Climate change,Climate mitigation,Climate adaptation
44000-P055383,"Social Services Delivery Project The project development objective is to improve standards of living of poor and vulnerable population groups in Albania by: (a) increasing their access to well targeted and effective social care services; (b) assisting the Government to develop effective social care policy and improve its capacity for delivery and monitoring of social care services; and (c) improving the effeciency and effectiveness of the pension system in Albania, through: (i) improving pension system administration, (ii) institutional strengthening including improved capacity for pension policy development, and (iii) improving public understanding of the pension system.",0.0,0.0,0.0
44000-P155875,"Project for Integrated Urban and Tourism Development (PIUTD) The PDO of the proposed project is to improve urban infrastructure, enhance tourism assets, and strengthen institutional capacity to support tourism-related local economic development in selected areas in the south of Albania.",0.18,0.18,0.0
44000-P146280,AL Financial Sector DPL The PDO is to strengthen the financial sector regulatory and supervisory regime and mitigate key vulnerabilities of the bank and non-bank financial sectors.,0.0,0.0,0.0
44000-P086807,"Integrated Coastal Zone Management & Clean-Up Project (APL #1) The Project Development Objective is to assist the Government of Albania in developing, on a sustainable basis, tourism in the South Albania coast by improving critical public environmental infrastructure and municipal services, remediating and containing pollution hazards from a former chemical plant in Porto Romano near Durres, improving community infrastructure and enhancing architectural and cultural resources.",0.0,0.0,0.0
44000-P110845,"Disaster Risk Mitigation and Adaptation Project The objective of the Albania Disaster Risk Mitigation and Adapation Project (AL-DRMAP) is to strengthen institutional capacities (a) to reduce Albania's vulnerability to natural and man-made hazards; and (b) to limit human, economic, and financial losses due to these disasters.",0.0,0.0,0.0
44000-P144688,Health System Improvement Project The objective of the Project is to contribute to the modernization of selected public hospital services and to support the reconstruction of selected medical facilities damaged by the 2019 earthquake.,0.0,0.0,0.0
44000-P107833,"SECONDARY AND LOCAL ROADS The Project Development Objective is to improve access to essential services and economic markets, via the provision of all weather roads, for the resident population in the hinterland of the project roads.",0.0,0.0,0.0
44000-P121186,Water Resources and Irrigation Project The Revised Project Development Objective (PDO) is to: (i) establish the strategic framework to manage water resources at the national level and at the level of the Drin-Buna and Semani River basins; and (ii) improve irrigation service delivery in Selected Irrigation Systems.,0.98,0.0,0.98
44000-P167996,Paraguay Public Health Sector Strengthening The objectives of this Project are to: (i) strengthen the public primary health care micro-networks; (ii) expand access to quality primary health care services for the population covered by the MSPBS; and (iii) strengthen the national health system to respond to the emergency of the COVID-19 pandemic.,0.11,0.11,0.0
44000-P168153,"Market Access for Agricultural Products Project Enhance access to markets and provide emergency support to Agricultural Producer Organizations, Indigenous Communities and their members, for the current COVID-19 emergency and future Eligible Crises or Emergencies.",0.49,0.23,0.26
44000-P180015,"Joining Efforts for an Education of Excellence in Paraguay Project To improve learning environments in selected schools and teacher training institutions, strengthen institutional frameworks in core priority areas, and in case of an Eligible Crisis or Emergency, respond promptly and effectively to it.",0.16,0.04,0.12
44000-P147278,PY Transport Connectivity The project development objectives (PDO) are to (a) reduce transport connectivity costs and improve road safety along selected paved road sections that pass through targeted departments; and (b) improve the borrower's planning and national road asset management capacity.,0.07,0.0,0.07
44000-P117043,"Public Sector Reform Development Policy Loan The overall development objective of the proposed PSDPL is to contribute to the effectiveness and efficiency of the public sector. This is expected to be reached via the following specific objectives: (i) exerting effective Oversight of SOEs; (ii) improving Central Administration's internal financial control; and (iii) strengthening the Tax System.
Contribution to the CPS: The proposed DPL isfully consistent with the current World Bank Group CPS (2009-2013): two out of the three cross-cutting themes addressed by the CPS program – governance, poverty reduction, and equitable growth – are supported by the PSDPL.",0.0,0.0,0.0
